Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Sh,SoT,Dist,FK,PK,PKatt,Season,Team,schedule
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Home,L,1,2,Fulham,1.7,1.2,57,73487,Bruno Fernandes,4-2-3-1,Michael Oliver,Match Report,21,8,17.3,0,0,0,2024,ManchesterUnited,regular
26/02/2024,20:00,Premier League,Matchweek 26,Mon,Home,W,4,2,Brentford,1.7,0.9,41,62450,Kurt Zouma,4-2-3-1,Simon Hooper,Match Report,17,6,17.7,0,0,0,2024,WestHamUnited,Occasional
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Home,W,3,0,Burnley,2.4,0.1,56,24042,Joel Ward,03/04/2003,Lewis Smith,Match Report,14,5,15.3,1,1,1,2024,CrystalPalace,regular
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Home,D,1,1,Everton,1.4,0.3,64,41646,Lewis Dunk,4-2-3-1,Tony Harrington,Match Report,23,7,16.3,1,0,0,2024,BrightonandHoveAlbion,regular
24/02/2024,17:30,Premier League,Matchweek 26,Sat,Home,L,0,1,Manchester City,0.9,1.6,38,11184,Neto,4-2-3-1,Jarred Gillett,Match Report,13,4,17.1,0,0,0,2024,Bournemouth,evening
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Away,W,2,1,Manchester Utd,1.2,1.7,43,73487,Harrison Reed,4-2-3-1,Michael Oliver,Match Report,17,5,17.1,0,0,0,2024,Fulham,regular
25/02/2024,13:30,Premier League,Matchweek 26,Sun,Home,W,1,0,Sheffield Utd,1.3,0.6,63,30789,Max Kilman,03/04/2003,Darren Bond,Match Report,13,2,14.6,0,0,0,2024,WolverhamptonWanderers,Early
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Away,D,1,1,Brighton,0.3,1.4,36,41646,James Tarkowski,4-4-1-1,Tony Harrington,Match Report,6,2,16,0,0,0,2024,Everton,regular
26/02/2024,20:00,Premier League,Matchweek 26,Mon,Away,L,2,4,West Ham,0.9,1.7,59,62450,Christian Nørgaard,03/05/2002,Simon Hooper,Match Report,14,7,16.7,0,0,0,2024,Brentford,Occasional
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Away,L,2,4,Aston Villa,2.6,3.6,42,42131,Morgan Gibbs-White,4-2-3-1,Samuel Barrott,Match Report,10,3,16.4,0,0,0,2024,NottinghamForest,regular
21/02/2024,19:30,Premier League,Matchweek 26,Wed,Away,L,1,4,Liverpool,0.9,3.3,40,59713,Carlton Morris,03/04/2003,Andy Madley,Match Report,12,3,19,1,0,0,2024,LutonTown,Occasional
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Away,L,0,3,Crystal Palace,0.1,2.4,44,24042,Josh Brownhill,04/04/2002,Lewis Smith,Match Report,2,0,12,0,0,0,2024,Burnley,regular
25/02/2024,13:30,Premier League,Matchweek 26,Sun,Away,L,0,1,Wolves,0.6,1.3,37,30789,Anel Ahmedhodžić,03/05/2002,Darren Bond,Match Report,12,4,16.3,0,0,0,2024,SheffieldUnited,Early
03/03/2024,15:30,Premier League,Matchweek 27,Sun,Home,W,3,1,Manchester Utd,3.3,0.2,73,53514,Kyle Walker,3-2-4-1,Andy Madley,Match Report,27,8,17.7,1,0,0,2024,ManchesterCity,Late
04/03/2024,20:00,Premier League,Matchweek 27,Mon,Away,W,6,0,Sheffield Utd,2.3,0.2,80,29157,Martin Ødegaard,04/03/2003,Samuel Barrott,Match Report,22,9,15.6,1,0,0,2024,Arsenal,Occasional
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Away,W,1,0,Nott'ham Forest,2,1,69,29603,Virgil van Dijk,04/03/2003,Paul Tierney,Match Report,22,1,14.6,0,0,0,2024,Liverpool,regular
02/03/2024,17:30,Premier League,Matchweek 27,Sat,Away,W,3,2,Luton Town,1.9,1.8,54,11594,John McGinn,4-2-3-1,Michael Oliver,Match Report,12,8,12.5,0,0,0,2024,AstonVilla,evening
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Home,W,3,1,Crystal Palace,1.9,0.3,78,61339,Son Heung-min,4-2-3-1,John Brooks,Match Report,14,6,13.5,0,0,0,2024,TottenhamHotspur,regular
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Away,D,2,2,Brentford,1.8,1.8,67,17140,Ben Chilwell,03/05/2002,Jarred Gillett,Match Report,17,5,19.5,0,0,0,2024,Chelsea,regular
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Home,W,3,0,Wolves,2.1,0.8,44,52206,Kieran Trippier,04/03/2003,Tim Robinson,Match Report,14,6,16.3,1,0,0,2024,NewcastleUnited,regular
03/03/2024,15:30,Premier League,Matchweek 27,Sun,Away,L,1,3,Manchester City,0.2,3.3,27,53514,Bruno Fernandes,4-2-4-0,Andy Madley,Match Report,3,1,16.7,0,0,0,2024,ManchesterUnited,Late
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Away,W,3,1,Everton,1.9,2.7,45,39262,Kurt Zouma,4-2-3-1,Craig Pawson,Match Report,12,5,14.2,0,0,0,2024,WestHamUnited,regular
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Away,L,1,3,Tottenham,0.3,1.9,22,61339,Joel Ward,03/04/2003,John Brooks,Match Report,4,1,18.6,1,0,0,2024,CrystalPalace,regular
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Away,L,0,3,Fulham,1.3,1.3,70,24460,Lewis Dunk,03/04/2003,Simon Hooper,Match Report,15,5,17.6,0,0,0,2024,BrightonandHoveAlbion,regular
03/03/2024,13:00,Premier League,Matchweek 27,Sun,Away,W,2,0,Burnley,1.1,1.5,26,19713,Neto,4-2-3-1,David Coote,Match Report,10,3,15.1,1,0,0,2024,Bournemouth,Early
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Home,W,3,0,Brighton,1.3,1.3,30,24460,Harrison Reed,4-2-3-1,Simon Hooper,Match Report,12,5,14.6,0,0,0,2024,Fulham,regular
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Away,L,0,3,Newcastle Utd,0.8,2.1,56,52206,Max Kilman,03/04/2003,Tim Robinson,Match Report,12,3,15.9,0,0,0,2024,WolverhamptonWanderers,regular
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Home,L,1,3,West Ham,2.7,1.9,55,39262,James Tarkowski,4-4-1-1,Craig Pawson,Match Report,21,9,21.8,0,0,1,2024,Everton,regular
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Home,D,2,2,Chelsea,1.8,1.8,33,17140,Christian Nørgaard,03/05/2002,Jarred Gillett,Match Report,14,5,14.5,0,0,0,2024,Brentford,regular
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Home,L,0,1,Liverpool,1,2,31,29603,Ryan Yates,4-2-3-1,Paul Tierney,Match Report,8,2,19.3,0,0,0,2024,NottinghamForest,regular
02/03/2024,17:30,Premier League,Matchweek 27,Sat,Home,L,2,3,Aston Villa,1.8,1.9,46,11594,Carlton Morris,03/04/2003,Michael Oliver,Match Report,14,4,11.4,1,0,0,2024,LutonTown,evening
03/03/2024,13:00,Premier League,Matchweek 27,Sun,Home,L,0,2,Bournemouth,1.5,1.1,74,19713,Josh Cullen,04/04/2002,David Coote,Match Report,20,5,18.9,1,0,0,2024,Burnley,Early
04/03/2024,20:00,Premier League,Matchweek 27,Mon,Home,L,0,6,Arsenal,0.2,2.3,20,29157,Anel Ahmedhodžić,04/05/2001,Samuel Barrott,Match Report,4,0,21.8,0,0,0,2024,SheffieldUnited,Occasional
10/03/2024,15:45,Premier League,Matchweek 28,Sun,Away,D,1,1,Liverpool,1.6,2.7,47,59947,Kyle Walker,3-2-4-1,Michael Oliver,Match Report,10,6,18.6,0,0,0,2024,ManchesterCity,Late
09/03/2024,17:30,Premier League,Matchweek 28,Sat,Home,W,2,1,Brentford,1.3,1,71,60331,Martin Ødegaard,04/03/2003,Robert Jones,Match Report,17,5,16.4,0,0,0,2024,Arsenal,evening
10/03/2024,15:45,Premier League,Matchweek 28,Sun,Home,D,1,1,Manchester City,2.7,1.6,53,59947,Virgil van Dijk,04/03/2003,Michael Oliver,Match Report,18,5,19,1,1,1,2024,Liverpool,Late
10/03/2024,13:00,Premier League,Matchweek 28,Sun,Home,L,0,4,Tottenham,0.8,1.5,32,42310,John McGinn,05/03/2002,Chris Kavanagh,Match Report,10,1,14.1,0,0,0,2024,AstonVilla,Early
10/03/2024,13:00,Premier League,Matchweek 28,Sun,Away,W,4,0,Aston Villa,1.5,0.8,68,42310,Son Heung-min,4-2-3-1,Chris Kavanagh,Match Report,9,5,14.9,0,0,0,2024,TottenhamHotspur,Early
11/03/2024,20:00,Premier League,Matchweek 28,Mon,Home,W,3,2,Newcastle Utd,1.6,0.7,44,37753,Conor Gallagher,4-2-3-1,John Brooks,Match Report,12,7,19.7,0,0,0,2024,Chelsea,Occasional
11/03/2024,20:00,Premier League,Matchweek 28,Mon,Away,L,2,3,Chelsea,0.7,1.6,56,37753,Dan Burn,04/03/2003,John Brooks,Match Report,11,3,16,0,0,0,2024,NewcastleUnited,Occasional
09/03/2024,12:30,Premier League,Matchweek 28,Sat,Home,W,2,0,Everton,2.7,1.6,51,73601,Bruno Fernandes,4-2-4-0,Simon Hooper,Match Report,13,6,17.6,1,2,2,2024,ManchesterUnited,Early
10/03/2024,14:00,Premier League,Matchweek 28,Sun,Home,D,2,2,Burnley,2.1,0.7,52,62441,Tomáš Souček,4-2-3-1,Darren England,Match Report,22,4,14.8,0,0,0,2024,WestHamUnited,Early
09/03/2024,15:00,Premier League,Matchweek 28,Sat,Home,D,1,1,Luton Town,2.7,0.8,49,25103,Joel Ward,03/04/2003,Sunny Singh,Match Report,21,4,16.5,0,0,0,2024,CrystalPalace,regular
10/03/2024,14:00,Premier League,Matchweek 28,Sun,Home,W,1,0,Nott'ham Forest,0.4,0.7,63,31505,Lewis Dunk,4-2-3-1,Michael Salisbury,Match Report,10,3,17.5,0,0,0,2024,BrightonandHoveAlbion,Early
09/03/2024,15:00,Premier League,Matchweek 28,Sat,Home,D,2,2,Sheffield Utd,3.3,1.2,69,11074,Neto,4-2-3-1,Anthony Taylor,Match Report,31,11,16.9,0,0,1,2024,Bournemouth,regular
09/03/2024,15:00,Premier League,Matchweek 28,Sat,Away,L,1,2,Wolves,2.6,0.8,52,30860,Harrison Reed,4-2-3-1,Tony Harrington,Match Report,23,6,14.1,0,0,0,2024,Fulham,regular
09/03/2024,15:00,Premier League,Matchweek 28,Sat,Home,W,2,1,Fulham,0.8,2.6,48,30860,Max Kilman,4-2-3-1,Tony Harrington,Match Report,8,3,16.3,0,0,0,2024,WolverhamptonWanderers,regular
09/03/2024,12:30,Premier League,Matchweek 28,Sat,Away,L,0,2,Manchester Utd,1.6,2.7,49,73601,James Tarkowski,4-4-1-1,Simon Hooper,Match Report,23,6,16.9,1,0,0,2024,Everton,Early
09/03/2024,17:30,Premier League,Matchweek 28,Sat,Away,L,1,2,Arsenal,1,1.3,29,60331,Christian Nørgaard,03/05/2002,Robert Jones,Match Report,9,4,17.1,0,0,0,2024,Brentford,evening
10/03/2024,14:00,Premier League,Matchweek 28,Sun,Away,L,0,1,Brighton,0.7,0.4,37,31505,Ryan Yates,04/03/2003,Michael Salisbury,Match Report,9,4,19.3,2,0,0,2024,NottinghamForest,Early
09/03/2024,15:00,Premier League,Matchweek 28,Sat,Away,D,1,1,Crystal Palace,0.8,2.7,51,25103,Carlton Morris,03/04/2003,Sunny Singh,Match Report,8,2,11.9,0,0,0,2024,LutonTown,regular
10/03/2024,14:00,Premier League,Matchweek 28,Sun,Away,D,2,2,West Ham,0.7,2.1,48,62441,Josh Cullen,04/04/2002,Darren England,Match Report,11,4,24.8,1,0,0,2024,Burnley,Early
09/03/2024,15:00,Premier League,Matchweek 28,Sat,Away,D,2,2,Bournemouth,1.2,3.3,31,11074,Jack Robinson,03/05/2002,Anthony Taylor,Match Report,13,9,14.3,0,0,0,2024,SheffieldUnited,regular
25/04/2024,20:00,Premier League,Matchweek 29,Thu,Away,W,4,0,Brighton,1.4,0.6,64,31596,Kyle Walker,4-1-4-1,Jarred Gillett,Match Report,14,6,17,1,0,0,2024,ManchesterCity,Occasional
23/04/2024,20:00,Premier League,Matchweek 29,Tue,Home,W,5,0,Chelsea,3.3,1.6,45,60238,Martin Ødegaard,04/03/2003,Simon Hooper,Match Report,27,10,16.3,0,0,0,2024,Arsenal,Occasional
24/04/2024,20:00,Premier League,Matchweek 29,Wed,Away,L,0,2,Everton,2.1,1.2,75,38222,Virgil van Dijk,04/03/2003,Andy Madley,Match Report,23,7,16.8,0,0,0,2024,Liverpool,Occasional
17/03/2024,14:00,Premier League,Matchweek 29,Sun,Away,D,1,1,West Ham,0.7,2,69,62461,Emiliano Martínez,04/04/2002,Jarred Gillett,Match Report,13,5,20.6,0,0,0,2024,AstonVilla,Early
16/03/2024,17:30,Premier League,Matchweek 29,Sat,Away,L,0,3,Fulham,2.4,2.6,57,24410,Son Heung-min,4-2-3-1,Robert Jones,Match Report,14,5,14,0,0,0,2024,TottenhamHotspur,evening
23/04/2024,20:00,Premier League,Matchweek 29,Tue,Away,L,0,5,Arsenal,1.6,3.3,55,60238,Conor Gallagher,4-2-3-1,Simon Hooper,Match Report,7,1,13,1,0,0,2024,Chelsea,Occasional
24/04/2024,20:00,Premier League,Matchweek 29,Wed,Away,L,0,2,Crystal Palace,0.4,0.9,53,25002,Dan Burn,03/04/2003,Thomas Bramall,Match Report,7,2,14.2,0,0,0,2024,NewcastleUnited,Occasional
24/04/2024,20:00,Premier League,Matchweek 29,Wed,Home,W,4,2,Sheffield Utd,2.9,0.8,71,73549,Bruno Fernandes,4-2-3-1,Michael Salisbury,Match Report,24,12,16.9,0,1,1,2024,ManchesterUnited,Occasional
17/03/2024,14:00,Premier League,Matchweek 29,Sun,Home,D,1,1,Aston Villa,2,0.7,31,62461,Kurt Zouma,4-2-3-1,Jarred Gillett,Match Report,13,4,15.9,1,0,0,2024,WestHamUnited,Early
24/04/2024,20:00,Premier League,Matchweek 29,Wed,Home,W,2,0,Newcastle Utd,0.9,0.4,47,25002,Joachim Andersen,03/04/2003,Thomas Bramall,Match Report,20,7,21.2,3,0,0,2024,CrystalPalace,Occasional
25/04/2024,20:00,Premier League,Matchweek 29,Thu,Home,L,0,4,Manchester City,0.6,1.4,36,31596,Lewis Dunk,4-2-3-1,Jarred Gillett,Match Report,7,3,16,0,0,0,2024,BrightonandHoveAlbion,Occasional
24/04/2024,19:45,Premier League,Matchweek 29,Wed,Away,W,1,0,Wolves,1.9,0.5,37,25541,Adam Smith,4-2-3-1,Stuart Attwell,Match Report,21,6,16.7,0,0,0,2024,Bournemouth,Occasional
16/03/2024,17:30,Premier League,Matchweek 29,Sat,Home,W,3,0,Tottenham,2.6,2.4,43,24410,Bernd Leno,4-2-3-1,Robert Jones,Match Report,16,7,12.7,0,0,0,2024,Fulham,evening
24/04/2024,19:45,Premier League,Matchweek 29,Wed,Home,L,0,1,Bournemouth,0.5,1.9,63,25541,Max Kilman,4-1-4-1,Stuart Attwell,Match Report,15,4,20.1,0,0,0,2024,WolverhamptonWanderers,Occasional
24/04/2024,20:00,Premier League,Matchweek 29,Wed,Home,W,2,0,Liverpool,1.2,2.1,25,38222,James Tarkowski,4-4-1-1,Andy Madley,Match Report,16,6,14.9,0,0,0,2024,Everton,Occasional
16/03/2024,15:00,Premier League,Matchweek 29,Sat,Away,L,1,2,Burnley,1.1,2.8,40,20431,Ivan Toney,03/05/2002,Darren Bond,Match Report,9,5,14.7,0,0,0,2024,Brentford,regular
16/03/2024,15:00,Premier League,Matchweek 29,Sat,Away,D,1,1,Luton Town,2,0.6,40,11630,Ryan Yates,4-2-3-1,Darren England,Match Report,16,3,22,2,0,0,2024,NottinghamForest,regular
16/03/2024,15:00,Premier League,Matchweek 29,Sat,Home,D,1,1,Nott'ham Forest,0.6,2,60,11630,Carlton Morris,03/04/2003,Darren England,Match Report,10,4,18.5,0,0,0,2024,LutonTown,regular
16/03/2024,15:00,Premier League,Matchweek 29,Sat,Home,W,2,1,Brentford,2.8,1.1,60,20431,Josh Cullen,04/04/2002,Darren Bond,Match Report,16,5,19.2,0,1,1,2024,Burnley,regular
24/04/2024,20:00,Premier League,Matchweek 29,Wed,Away,L,2,4,Manchester Utd,0.8,2.9,29,73549,Oliver Arblaster,03/05/2002,Michael Salisbury,Match Report,10,4,17.8,1,0,0,2024,SheffieldUnited,Occasional
27/08/2023,14:00,Premier League,Matchweek 3,Sun,Away,W,2,1,Sheffield Utd,3.5,0.7,79,31336,Kyle Walker,4-2-3-1,Jarred Gillett,Match Report,29,9,17.3,2,0,1,2024,ManchesterCity,Early
26/08/2023,15:00,Premier League,Matchweek 3,Sat,Home,D,2,2,Fulham,3.2,0.6,71,59961,Martin Ødegaard,04/03/2003,Paul Tierney,Match Report,18,9,13.8,0,1,1,2024,Arsenal,regular
27/08/2023,16:30,Premier League,Matchweek 3,Sun,Away,W,2,1,Newcastle Utd,0.9,2,41,52214,Virgil van Dijk,04/03/2003,John Brooks,Match Report,9,4,17.2,1,0,0,2024,Liverpool,Late
27/08/2023,14:00,Premier League,Matchweek 3,Sun,Away,W,3,1,Burnley,2.5,0.7,43,21591,John McGinn,03/04/2003,Michael Salisbury,Match Report,16,6,13.4,0,0,0,2024,AstonVilla,Early
26/08/2023,12:30,Premier League,Matchweek 3,Sat,Away,W,2,0,Bournemouth,2.1,0.7,56,10567,Son Heung-min,4-2-3-1,Tim Robinson,Match Report,17,6,16.6,1,0,0,2024,TottenhamHotspur,Early
25/08/2023,20:00,Premier League,Matchweek 3,Fri,Home,W,3,0,Luton Town,2.2,0.4,67,39893,Ben Chilwell,03/04/2003,Robert Jones,Match Report,19,8,14.2,1,0,0,2024,Chelsea,Occasional
27/08/2023,16:30,Premier League,Matchweek 3,Sun,Home,L,1,2,Liverpool,2,0.9,59,52214,Kieran Trippier,04/03/2003,John Brooks,Match Report,23,8,18.3,1,0,0,2024,NewcastleUnited,Late
26/08/2023,15:00,Premier League,Matchweek 3,Sat,Home,W,3,2,Nott'ham Forest,2.8,1.2,66,73595,Bruno Fernandes,4-2-3-1,Stuart Attwell,Match Report,17,8,20.3,0,1,1,2024,ManchesterUnited,regular
26/08/2023,17:30,Premier League,Matchweek 3,Sat,Away,W,3,1,Brighton,3,1.5,22,31508,Kurt Zouma,4-1-4-1,Anthony Taylor,Match Report,12,7,12.3,0,0,0,2024,WestHamUnited,evening
26/08/2023,15:00,Premier League,Matchweek 3,Sat,Away,D,1,1,Brentford,0.8,1,40,16997,Joel Ward,4-2-3-1,Peter Bankes,Match Report,15,5,16.9,1,0,0,2024,CrystalPalace,regular
26/08/2023,17:30,Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,1.5,3,78,31508,Lewis Dunk,4-2-3-1,Anthony Taylor,Match Report,25,10,19.5,1,0,0,2024,BrightonandHoveAlbion,evening
26/08/2023,12:30,Premier League,Matchweek 3,Sat,Home,L,0,2,Tottenham,0.7,2.1,44,10567,Neto,4-2-3-1,Tim Robinson,Match Report,11,3,17.8,0,0,0,2024,Bournemouth,Early
26/08/2023,15:00,Premier League,Matchweek 3,Sat,Away,D,2,2,Arsenal,0.6,3.2,29,59961,Bobby Reid,04/03/2003,Paul Tierney,Match Report,8,3,17.8,0,0,0,2024,Fulham,regular
26/08/2023,15:00,Premier League,Matchweek 3,Sat,Away,W,1,0,Everton,1.1,1.3,53,38851,Max Kilman,4-4-1-1,Craig Pawson,Match Report,11,2,17.8,1,0,0,2024,WolverhamptonWanderers,regular
26/08/2023,15:00,Premier League,Matchweek 3,Sat,Home,L,0,1,Wolves,1.3,1.1,47,38851,James Tarkowski,4-1-4-1,Craig Pawson,Match Report,15,7,13.8,0,0,0,2024,Everton,regular
26/08/2023,15:00,Premier League,Matchweek 3,Sat,Home,D,1,1,Crystal Palace,1,0.8,60,16997,Christian Nørgaard,04/03/2003,Peter Bankes,Match Report,12,1,13.7,0,0,0,2024,Brentford,regular
26/08/2023,15:00,Premier League,Matchweek 3,Sat,Away,L,2,3,Manchester Utd,1.2,2.8,34,73595,Joe Worrall,03/04/2003,Stuart Attwell,Match Report,9,4,14.7,0,0,0,2024,NottinghamForest,regular
25/08/2023,20:00,Premier League,Matchweek 3,Fri,Away,L,0,3,Chelsea,0.4,2.2,33,39893,Tom Lockyer,05/03/2002,Robert Jones,Match Report,11,1,19,1,0,0,2024,LutonTown,Occasional
27/08/2023,14:00,Premier League,Matchweek 3,Sun,Home,L,1,3,Aston Villa,0.7,2.5,57,21591,Josh Cullen,04/04/2002,Michael Salisbury,Match Report,9,2,17.7,0,0,0,2024,Burnley,Early
27/08/2023,14:00,Premier League,Matchweek 3,Sun,Home,L,1,2,Manchester City,0.7,3.5,21,31336,John Egan,03/05/2002,Jarred Gillett,Match Report,6,1,16.1,0,0,0,2024,SheffieldUnited,Early
31/03/2024,16:30,Premier League,Matchweek 30,Sun,Home,D,0,0,Arsenal,1,0.7,72,52178,Kevin De Bruyne,4-1-4-1,Anthony Taylor,Match Report,12,1,14.2,0,0,0,2024,ManchesterCity,Late
31/03/2024,16:30,Premier League,Matchweek 30,Sun,Away,D,0,0,Manchester City,0.7,1,28,52178,Martin Ødegaard,04/03/2003,Anthony Taylor,Match Report,6,2,14.2,0,0,0,2024,Arsenal,Late
31/03/2024,14:00,Premier League,Matchweek 30,Sun,Home,W,2,1,Brighton,2.8,0.5,55,60061,Virgil van Dijk,04/03/2003,David Coote,Match Report,30,8,16.6,0,0,0,2024,Liverpool,Early
30/03/2024,17:30,Premier League,Matchweek 30,Sat,Home,W,2,0,Wolves,1,1.5,48,42640,Emiliano Martínez,04/04/2002,Paul Tierney,Match Report,11,5,14.7,0,0,0,2024,AstonVilla,evening
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Home,W,2,1,Luton Town,2.9,0.5,70,61534,Son Heung-min,4-2-3-1,Jarred Gillett,Match Report,17,2,14.5,1,0,0,2024,TottenhamHotspur,regular
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Home,D,2,2,Burnley,4.2,1.6,69,39535,Conor Gallagher,4-2-3-1,Darren England,Match Report,32,12,17.8,0,1,1,2024,Chelsea,regular
30/03/2024,12:30,Premier League,Matchweek 30,Sat,Home,W,4,3,West Ham,4.1,1.4,60,52199,Jamaal Lascelles,04/03/2003,Robert Jones,Match Report,22,7,17.6,0,2,2,2024,NewcastleUnited,Early
30/03/2024,20:00,Premier League,Matchweek 30,Sat,Away,D,1,1,Brentford,0.6,3.2,53,17138,Bruno Fernandes,4-2-3-1,Simon Hooper,Match Report,11,5,22.5,0,0,0,2024,ManchesterUnited,Late
30/03/2024,12:30,Premier League,Matchweek 30,Sat,Away,L,3,4,Newcastle Utd,1.4,4.1,40,52199,Kurt Zouma,4-2-3-1,Robert Jones,Match Report,10,4,14.1,0,0,0,2024,WestHamUnited,Early
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Away,D,1,1,Nott'ham Forest,1.2,0.9,41,29520,Joel Ward,03/04/2003,Chris Kavanagh,Match Report,10,3,18.4,0,0,0,2024,CrystalPalace,regular
31/03/2024,14:00,Premier League,Matchweek 30,Sun,Away,L,1,2,Liverpool,0.5,2.8,45,60061,Lewis Dunk,4-2-3-1,David Coote,Match Report,9,3,17.2,0,0,0,2024,BrightonandHoveAlbion,Early
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Home,W,2,1,Everton,1.3,1,48,11207,Neto,4-2-3-1,Samuel Barrott,Match Report,11,4,15.6,1,0,0,2024,Bournemouth,regular
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Away,D,3,3,Sheffield Utd,1.3,1.9,73,30010,Bernd Leno,4-2-3-1,Tim Robinson,Match Report,24,9,17.6,0,0,0,2024,Fulham,regular
30/03/2024,17:30,Premier League,Matchweek 30,Sat,Away,L,0,2,Aston Villa,1.5,1,52,42640,Max Kilman,03/04/2003,Paul Tierney,Match Report,13,3,14.6,1,0,0,2024,WolverhamptonWanderers,evening
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Away,L,1,2,Bournemouth,1,1.3,52,11207,Séamus Coleman,4-4-1-1,Samuel Barrott,Match Report,7,3,16,0,0,0,2024,Everton,regular
30/03/2024,20:00,Premier League,Matchweek 30,Sat,Home,D,1,1,Manchester Utd,3.2,0.6,47,17138,Ivan Toney,03/05/2002,Simon Hooper,Match Report,31,5,15,1,0,0,2024,Brentford,Late
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Home,D,1,1,Crystal Palace,0.9,1.2,59,29520,Ryan Yates,4-2-3-1,Chris Kavanagh,Match Report,12,5,20.5,0,0,0,2024,NottinghamForest,regular
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Away,L,1,2,Tottenham,0.5,2.9,30,61534,Carlton Morris,04/03/2003,Jarred Gillett,Match Report,7,3,17.7,0,0,0,2024,LutonTown,regular
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Away,D,2,2,Chelsea,1.6,4.2,31,39535,Josh Cullen,04/04/2002,Darren England,Match Report,18,6,14.4,2,0,0,2024,Burnley,regular
30/03/2024,15:00,Premier League,Matchweek 30,Sat,Home,D,3,3,Fulham,1.9,1.3,27,30010,Jack Robinson,03/05/2002,Tim Robinson,Match Report,8,4,15.7,0,0,0,2024,SheffieldUnited,regular
03/04/2024,20:15,Premier League,Matchweek 31,Wed,Home,W,4,1,Aston Villa,3.4,0.8,67,53422,Rúben Dias,4-2-3-1,Darren England,Match Report,25,11,15.9,2,0,0,2024,ManchesterCity,Occasional
03/04/2024,19:30,Premier League,Matchweek 31,Wed,Home,W,2,0,Luton Town,0.7,0.3,58,60262,Martin Ødegaard,04/03/2003,Craig Pawson,Match Report,13,4,17.8,0,0,0,2024,Arsenal,Occasional
04/04/2024,19:30,Premier League,Matchweek 31,Thu,Home,W,3,1,Sheffield Utd,1.8,0.6,82,60055,Virgil van Dijk,04/03/2003,Stuart Attwell,Match Report,29,9,18.1,1,0,0,2024,Liverpool,Occasional
03/04/2024,20:15,Premier League,Matchweek 31,Wed,Away,L,1,4,Manchester City,0.8,3.4,33,53422,Douglas Luiz,4-2-3-1,Darren England,Match Report,8,3,12.4,0,0,0,2024,AstonVilla,Occasional
02/04/2024,20:15,Premier League,Matchweek 31,Tue,Away,D,1,1,West Ham,1,1.5,67,62469,Son Heung-min,4-2-3-1,John Brooks,Match Report,13,4,17.4,0,0,0,2024,TottenhamHotspur,Occasional
04/04/2024,20:15,Premier League,Matchweek 31,Thu,Home,W,4,3,Manchester Utd,3,1.5,57,39694,Conor Gallagher,4-2-3-1,Jarred Gillett,Match Report,26,8,19,1,2,2,2024,Chelsea,Occasional
02/04/2024,19:30,Premier League,Matchweek 31,Tue,Home,D,1,1,Everton,2.4,1.4,57,52135,Dan Burn,04/03/2003,Tony Harrington,Match Report,18,5,15.7,0,0,0,2024,NewcastleUnited,Occasional
04/04/2024,20:15,Premier League,Matchweek 31,Thu,Away,L,3,4,Chelsea,1.5,3,43,39694,Bruno Fernandes,4-2-3-1,Jarred Gillett,Match Report,19,5,16.8,0,0,0,2024,ManchesterUnited,Occasional
02/04/2024,20:15,Premier League,Matchweek 31,Tue,Home,D,1,1,Tottenham,1.5,1,33,62469,Kurt Zouma,04/05/2001,John Brooks,Match Report,11,4,16.6,1,0,0,2024,WestHamUnited,Occasional
02/04/2024,19:45,Premier League,Matchweek 31,Tue,Away,L,0,1,Bournemouth,0.2,1.1,50,11058,Joel Ward,03/04/2003,Graham Scott,Match Report,3,2,15,0,0,0,2024,CrystalPalace,Occasional
